CustomerID,Recency,Frequency,Monetary,Cluster,Segment,Recommended_Action
CUST_14029,63,15.0,467.66,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14030,18,219.5,2358.84,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14031,7,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14032,2,143.0,2975.59,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14034,22,86.0,648.89,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14035,29,66.0,1428.02,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14036,285,38.0,626.65,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14037,176,28.0,147.20000000000002,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14038,78,92.0,1560.38,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14039,33,6.0,152.2,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14040,41,219.5,3560.32,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14041,266,21.0,141.41,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14044,27,206.0,646.42,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14045,109,6.0,1659.75,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14046,284,14.0,154.99,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14047,9,32.0,1308.6100000000001,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14048,305,85.0,409.93,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14049,17,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14050,32,54.0,746.36,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14051,1,210.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14052,20,56.0,225.36,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14053,124,4.0,260.25,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14054,65,6.0,92.46,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14055,106,10.0,725.6400000000001,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14056,1,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14057,24,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14059,267,8.0,183.6,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14060,5,202.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14062,10,111.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14064,29,77.0,1334.34,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14066,267,7.0,152.55,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14067,64,52.0,374.7,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14068,320,24.0,265.85,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14071,4,219.5,1437.57,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14073,32,13.0,151.04,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14075,5,43.0,942.26,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14076,129,44.0,118.67,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14077,41,42.0,499.41999999999996,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14078,102,65.0,1049.37,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14079,125,12.0,375.1,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14080,33,4.0,45.599999999999994,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14081,302,150.0,921.62,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14082,328,29.0,182.25,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14083,4,177.0,1002.9,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14085,2,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14087,3,68.0,191.47,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14088,10,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14089,57,13.0,158.75,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14090,325,1.0,76.32000000000001,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14092,8,214.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14093,12,100.0,433.86,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14096,4,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14098,37,21.0,147.35,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14099,16,219.5,3104.17,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14100,138,25.0,191.95000000000002,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14101,74,35.0,3691.7699999999995,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14102,5,58.0,1105.8799999999999,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14104,155,21.0,216.20999999999998,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14105,239,74.0,1266.23,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14107,52,123.0,2703.23,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14108,31,34.0,597.91,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14109,73,9.0,144.2,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14110,4,155.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14111,14,10.0,692.85,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14112,23,160.0,2915.15,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14113,4,34.0,1840.42,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14114,274,15.0,386.53,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14116,20,72.0,1382.74,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14117,144,3.0,90.0,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14121,4,159.0,2780.15,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14124,84,5.0,419.58000000000004,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14125,11,166.0,2720.63,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14126,8,15.0,706.1300000000001,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14127,123,44.0,709.71,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14128,61,46.0,637.5,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14129,2,52.0,1123.8600000000001,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14130,319,66.0,480.91,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14132,2,200.0,3586.0299999999997,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14133,130,28.0,605.64,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14135,2,134.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14138,2,46.0,965.8800000000001,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14139,46,26.0,415.82,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14140,4,66.0,935.05,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14141,3,40.0,915.13,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14142,328,22.0,311.81,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14143,134,7.0,115.8,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14145,47,11.0,3691.7699999999995,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14146,9,210.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14147,78,5.0,483.4,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14148,234,3.0,157.2,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14149,221,28.0,446.62,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14150,36,26.0,658.64,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14152,75,49.0,621.29,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14154,239,52.0,1345.62,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14155,266,6.0,118.75,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14156,10,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14157,20,46.0,424.89000000000004,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14158,40,41.0,507.66,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14159,20,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14161,216,104.0,1097.6200000000001,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14162,174,25.0,289.36,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14163,87,52.0,2445.91,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14164,71,29.0,1631.77,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14165,276,24.0,120.44,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14167,39,50.0,562.59,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14171,98,58.0,363.79,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14173,11,29.0,450.84,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14174,33,26.0,134.46,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14175,60,149.0,3222.3,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14176,297,31.0,576.9000000000001,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14177,86,41.0,549.46,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14178,9,219.5,1600.26,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14179,41,157.0,701.57,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14180,11,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14184,67,24.0,452.89,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14185,328,3.0,197.65,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14188,31,65.0,2054.36,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14189,2,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14191,2,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14193,68,42.0,853.39,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14194,5,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14195,202,7.0,1012.0,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14196,107,6.0,335.52,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14198,18,39.0,701.4,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14199,218,2.0,185.39999999999998,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14201,60,37.0,747.44,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14204,2,39.0,150.61,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14205,17,24.0,466.7,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14206,239,20.0,328.15999999999997,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14208,95,10.0,151.74,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14209,11,87.0,2073.43,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14210,106,101.0,1897.44,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14211,53,112.0,2241.1,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14212,90,9.0,1070.48,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14214,31,67.0,1004.38,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14215,12,108.0,1789.72,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14216,3,59.0,1839.3,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14217,2,100.0,2004.98,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14218,43,12.0,169.48000000000002,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14219,4,7.0,89.94,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14220,247,21.0,632.4,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14221,42,193.0,3432.8,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14222,177,41.0,683.17,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14223,92,60.0,991.13,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14224,110,113.0,1009.73,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14226,29,66.0,2214.79,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14227,26,175.0,3350.96,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14229,52,40.0,1547.2,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14231,184,50.0,925.71,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14232,43,115.0,2048.07,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14233,49,35.0,1462.72,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14234,22,147.0,754.12,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14235,75,79.0,3144.86,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14236,81,15.0,490.86,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14237,328,9.0,161.0,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14238,326,8.0,146.85,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14239,43,112.0,2380.85,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14240,30,42.0,890.34,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14241,184,10.0,213.70000000000002,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14242,235,16.0,280.55,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14243,9,141.0,2588.77,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14245,220,108.0,1693.45,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14246,111,75.0,1474.06,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14247,278,20.0,136.76999999999998,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14248,318,8.0,302.58,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14250,7,111.0,1904.05,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14251,2,78.0,2879.7000000000003,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14256,260,53.0,969.0600000000001,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14257,64,106.0,3099.7200000000003,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14258,9,111.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14259,142,5.0,120.0,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14261,51,52.0,1163.45,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14262,8,143.0,2618.23,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14264,155,17.0,333.97,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14265,109,31.0,530.18,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14267,163,55.0,1516.24,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14270,328,29.0,492.65000000000003,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14271,226,10.0,112.32,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14272,74,33.0,437.96,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14273,51,29.0,559.97,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14276,99,64.0,1119.74,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14277,15,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14280,197,8.0,134.04,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14282,3,154.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14284,31,32.0,595.25,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14285,21,27.0,1910.01,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14286,24,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14287,8,9.0,176.63,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14288,213,16.0,426.6,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14289,9,47.0,911.26,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14290,11,101.0,2314.65,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14291,2,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14292,8,100.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14293,3,61.0,1046.56,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14295,40,5.0,166.20000000000002,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14297,18,62.0,1305.33,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14298,8,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14299,8,143.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14300,19,3.0,43.2,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14301,117,13.0,640.14,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14304,223,17.0,383.45,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14305,71,105.0,1858.96,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14306,51,33.0,2093.32,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14307,89,180.0,2995.72,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14309,8,117.0,2352.53,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14311,243,20.0,310.26,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14312,47,87.0,1611.59,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14314,107,8.0,120.0,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14315,45,101.0,2481.13,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14317,65,24.0,508.58000000000004,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14320,207,31.0,477.79,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14321,11,123.0,1530.75,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14323,115,36.0,605.0600000000001,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14326,242,8.0,183.85,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14327,163,12.0,311.65,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14329,17,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14331,124,28.0,462.65999999999997,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14332,23,25.0,840.21,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14333,68,15.0,415.2,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14334,17,162.0,2552.21,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14335,16,60.0,454.86,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14336,17,90.0,1614.91,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14338,161,31.0,588.22,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14339,243,14.0,309.52,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14340,219,6.0,134.7,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14341,45,128.0,2166.98,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14342,21,21.0,668.5600000000001,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14344,127,71.0,889.9300000000001,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14345,39,6.0,108.97999999999999,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14346,121,60.0,1021.58,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14348,260,18.0,409.57,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14349,10,31.0,133.5,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14350,274,18.0,282.93,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14351,165,1.0,51.0,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14352,157,47.0,1078.96,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14353,215,6.0,90.6,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14354,6,9.0,163.62,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14355,328,11.0,174.4,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14356,80,33.0,701.23,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14357,43,40.0,225.12,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14359,19,55.0,912.18,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14360,32,117.0,2118.03,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14362,22,37.0,151.5,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14364,109,69.0,3691.7699999999995,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14367,8,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14368,320,8.0,155.0,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14371,295,4.0,100.5,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14373,328,4.0,76.55,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14375,185,66.0,235.56,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14377,191,11.0,617.05,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14379,44,46.0,348.1,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14381,52,56.0,202.68,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14382,26,126.0,615.49,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14383,38,59.0,1247.69,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14385,9,14.0,202.11,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14386,297,7.0,142.4,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14387,33,139.0,1727.6,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14388,10,186.0,3212.84,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14389,65,45.0,1043.46,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14390,10,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14393,218,5.0,67.95,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14395,2,219.5,3479.91,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14396,65,73.0,487.99,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14397,3,87.0,2612.96,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14400,149,25.0,574.7,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14401,4,182.0,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14403,130,20.0,1475.81,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14404,34,100.0,1449.32,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14406,119,8.0,156.75,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14407,107,73.0,2157.73,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14408,11,106.0,2599.03,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14409,71,54.0,2059.4500000000003,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14410,92,189.0,1100.27,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14411,311,14.0,1063.0,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14412,43,43.0,770.03,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14413,328,22.0,121.05,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14414,92,97.0,1496.98,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14415,1,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14416,22,14.0,490.22,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14418,4,124.0,1937.25,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14419,11,202.0,1051.79,3,Loyal Customers,"Upsell and cross-sell, build community programs."
CUST_14420,99,29.0,387.52,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14421,57,27.0,813.11,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14422,1,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
CUST_14423,218,3.0,265.2,2,At-Risk / Lost Customers,Reactivation campaigns with discounts or reminders.
CUST_14424,18,1.0,322.08,0,Potential / Regular Customers,Send personalized offers to increase frequency.
CUST_14426,24,219.5,3691.7699999999995,1,Best / VIP Customers,"Reward loyalty, offer early access & premium perks."
